"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description"
"bayt-2006488302197131619","bayt","https://www.bayt.com/en/uae/jobs/appian-developer-5231571/","","Appian Developer","Apar Technology","Dubai · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-2101344225736383437","bayt","https://www.bayt.com/en/india/jobs/software-developer-php-fully-remote-5231522/","","Software Developer - PHP - Fully Remote","CC Staffing International Ltd.","Kerala · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-6562374373175324357","bayt","https://www.bayt.com/en/saudi-arabia/jobs/kafka-developer-admin-5212187/","","Kafka Developer/ Admin","Royal Cyber KSA","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-2109205280895405387","bayt","https://www.bayt.com/en/saudi-arabia/jobs/apigee-developer-5214394/","","Apigee Developer","Royal Cyber KSA","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-1917467355057093057","bayt","https://www.bayt.com/en/saudi-arabia/jobs/api-lead-developer-5225514/","","API Lead/Developer","Royal Cyber KSA","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-4209952083129657492","bayt","https://www.bayt.com/en/saudi-arabia/jobs/oracle-bpm-developer-5212190/","","Oracle BPM Developer","Royal Cyber KSA","Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-3850838234177531860","bayt","https://www.bayt.com/en/saudi-arabia/jobs/sr-integration-developer-5229023/","","Sr. Integration Developer","Flint Consulting Ltd","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-8757755410305746117","bayt","https://www.bayt.com/en/saudi-arabia/jobs/sr-appian-developer-5229017/","","Sr. Appian Developer","Flint Consulting Ltd","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-5608330728681805158","bayt","https://www.bayt.com/en/saudi-arabia/jobs/web-developer-5264399/","","Web Developer","Jeraisy Computer & Comm. Services","Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-7362962868090382040","bayt","https://www.bayt.com/en/uae/jobs/web-developer-5263415/","","Web Developer","RTC1 Recruitment Services","Dubai · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-556210519343731108","bayt","https://www.bayt.com/en/lebanon/jobs/senior-full-stack-developer-remote-5247085/","","Senior Full Stack Developer - Remote","Amaken sarl","Beirut · Lebanon","","","","","","","","","","","","","","","","","","","","",""
"bayt-3680401181249975762","bayt","https://www.bayt.com/en/bahrain/jobs/full-stack-developer-angular-bootstrap-focus-5242540/","","Full stack developer ((Angular & Bootstrap Focus)","Mindteck","Manama · Bahrain","","","","","","","","","","","","","","","","","","","","",""
"bayt-8103065116593308055","bayt","https://www.bayt.com/en/kuwait/jobs/java-developer-5241475/","","Java Developer","Confidential Company","Al Ahmadi · Kuwait","","","","","","","","","","","","","","","","","","","","",""
"bayt-7680024693021431982","bayt","https://www.bayt.com/en/kuwait/jobs/java-developer-spring-hibernate-5236644/","","Java Developer (Spring &Hibernate)","e-Portal Holding Company","Kuwait","","","","","","","","","","","","","","","","","","","","",""
"bayt-3016642146551961490","bayt","https://www.bayt.com/en/uae/jobs/full-stack-developer-angular-and-python-5234255/","","Full Stack Developer - Angular and Python","RTC1 Recruitment Services","Dubai · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-2513928463317339634","bayt","https://www.bayt.com/en/kuwait/jobs/full-stack-developer-5233118/","","Full Stack Developer","Linco W.LL","Al Asimah · Kuwait","","","","","","","","","","","","","","","","","","","","",""
"bayt-3570519504456662543","bayt","https://www.bayt.com/en/bahrain/jobs/full-stack-developer-5232435/","","Full Stack Developer","VINIRMA Consulting Pvt.Ltd","Manama · Bahrain","","","","","","","","","","","","","","","","","","","","",""
"bayt-689205537461396951","bayt","https://www.bayt.com/en/saudi-arabia/jobs/java-fullstack-developer-5212167/","","Java Fullstack Developer","Royal Cyber KSA","Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-2022870091772166128","bayt","https://www.bayt.com/en/qatar/jobs/full-stack-developer-5212996/","","Full Stack Developer","OUN for Consultation and Development","Doha · Qatar","","","","","","","","","","","","","","","","","","","","",""
"bayt-149492843747590488","bayt","https://www.bayt.com/en/uae/jobs/java-developer-5227952/","","Java Developer","Bitech Middle East On Demand Labors Supply Est.","Dubai · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-1622049621360196017","bayt","https://www.bayt.com/en/uae/jobs/solution-architect-5266563/","","Solution Architect","Remoteone Services LLC","Sharjah · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-5571107772693560773","bayt","https://www.bayt.com/en/uae/jobs/solution-architect-5266650/","","Solution Architect","Remoteone Services LLC","Sharjah · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-6322389378580313288","bayt","https://www.bayt.com/en/uae/jobs/backend-developer-5258194/","","Backend Developer","ACESOFT LABS PVT LTD","Dubai · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-6728656366881732472","bayt","https://www.bayt.com/en/uae/jobs/network-executive-product-solution-manager-5258079/","","Network Executive Product/Solution Manager","Huawei","Dubai · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-5887145772117883552","bayt","https://www.bayt.com/en/qatar/jobs/solution-architect-5251250/","","Solution Architect","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","",""
"bayt-5562729500364553946","bayt","https://www.bayt.com/en/qatar/jobs/sap-solution-architect-5251231/","","SAP Solution Architect","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","",""
"bayt-3146173576264304820","bayt","https://www.bayt.com/en/uae/jobs/ict-and-av-technical-presales-solution-architect-5250982/","","ICT and AV Technical Presales / Solution Architect","Technoa Middle East Technology LLC","Dubai · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-738915972998076658","bayt","https://www.bayt.com/en/kuwait/jobs/backend-developer-5246916/","","Backend Developer","BITS Software Solutions","Al Kuwait · Kuwait","","","","","","","","","","","","","","","","","","","","",""
"bayt-2113379141496464326","bayt","https://www.bayt.com/en/egypt/jobs/senior-cloud-presales-solution-architect-5242087/","","Senior Cloud Presales Solution Architect","GIZA Systems","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","",""
"bayt-4458813137698732854","bayt","https://www.bayt.com/en/saudi-arabia/jobs/sr-oracle-solutions-architect-5241370/","","Sr / Oracle Solutions Architect","GIZA Systems","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-5155718461686849756","bayt","https://www.bayt.com/en/saudi-arabia/jobs/hrms-solutions-manager-5234415/","","HRMS Solutions Manager","Michael Page","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-9167543207806733649","bayt","https://www.bayt.com/en/egypt/jobs/backend-developer-5234208/","","Backend Developer","EL ALFY SARAYA","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","",""
"bayt-6787042768718955260","bayt","https://www.bayt.com/en/qatar/jobs/senior-mobile-application-specialist-5232945/","","Senior Mobile Application Specialist","VINIRMA Consulting Pvt.Ltd","Doha · Qatar","","","","","","","","","","","","","","","","","","","","",""
"bayt-3117545934326878569","bayt","https://www.bayt.com/en/bahrain/jobs/devops-developer-5254819/","","Devops Developer","Mindteck","Manama · Bahrain","","","","","","","","","","","","","","","","","","","","",""
"bayt-4936775188386079943","bayt","https://www.bayt.com/en/qatar/jobs/devops-engineer-5251196/","","DevOps Engineer","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","",""
"bayt-2480347301208926291","bayt","https://www.bayt.com/en/kuwait/jobs/senior-devops-engineer-5235775/","","Senior DevOps Engineer","e-Portal Holding Company","Kuwait","","","","","","","","","","","","","","","","","","","","",""
"bayt-5009909935308201989","bayt","https://www.bayt.com/en/uae/jobs/pmo-manager-software-development-projects-agile-5234414/","","PMO Manager - Software Development Projects (Agile)","Michael Page","Abu Dhabi · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-7056544260395623449","bayt","https://www.bayt.com/en/india/jobs/senior-devops-engineer-5230462/","","Senior DevOps Engineer","VDart","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-1600476105414771551","bayt","https://www.bayt.com/en/saudi-arabia/jobs/middleware-administrator-5224081/","","Middleware Administrator","Royal Cyber KSA","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-4553542841721502539","bayt","https://www.bayt.com/en/saudi-arabia/jobs/devops-engineer-5212195/","","Devops Engineer","Royal Cyber KSA","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-882068713567955377","bayt","https://www.bayt.com/en/uae/jobs/devops-engineer-5227972/","","DevOps Engineer","Bitech Middle East On Demand Labors Supply Est.","Dubai · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-2356769570067623290","bayt","https://www.bayt.com/en/saudi-arabia/jobs/systems-analyst-5217675/","","Systems Analyst","Healthy Food Company","Riyadh · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-8638916876384703981","bayt","https://www.bayt.com/en/uae/jobs/system-analyst-5264146/","","System Analyst","VINIRMA Consulting Pvt.Ltd","Sharjah · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-1094876633608825612","bayt","https://www.bayt.com/en/egypt/jobs/mobile-sales-application-analyst-5249213/","","Mobile Sales & Application Analyst","الكابلي القابضة","Heliopolis · Cairo · Egypt","","","","","","","","","","","","","","","","","","","","",""
"bayt-3450863294270839733","bayt","https://www.bayt.com/en/egypt/jobs/application-analyst-support-5237202/","","Application Analyst Support","Future Pipe Industries","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","",""
"bayt-5673927679574777958","bayt","https://www.bayt.com/en/saudi-arabia/jobs/systems-analyst-5199010/","","Systems Analyst","Teleperformance Company","Khobar · Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-8853736946919517219","bayt","https://www.bayt.com/en/pakistan/jobs/sr-software-engineer-angular-72500857/","","Sr Software Engineer - Angular","People","Lahore · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-5926658202469220899","bayt","https://www.bayt.com/en/india/jobs/application-developer-72499796/","","Application Developer","Accenture","Kolkata · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-2780825280098993830","bayt","https://www.bayt.com/en/india/jobs/application-developer-72499892/","","Application Developer","Accenture","Nagpur · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7360647382479702002","bayt","https://www.bayt.com/en/india/jobs/application-developer-72499760/","","Application Developer","Accenture","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-2950574954483866869","bayt","https://www.bayt.com/en/pakistan/jobs/senior-software-engineer-node-72500850/","","Senior Software Engineer - Node","People","Lahore · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-8124590253914740360","bayt","https://www.bayt.com/en/india/jobs/mainframe-developer-senior-developer-72499981/","","Mainframe Developer / Senior Developer","Citi bank","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-609512544654052670","bayt","https://www.bayt.com/en/saudi-arabia/jobs/%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D9%85%D8%B3%D8%A4%D9%88%D9%84-sharepoint-72500225/","","مطور ومسؤول SharePoint","Arabic Computer Systems","Saudi Arabia","","","","","","","","","","","","","","","","","","","","",""
"bayt-2663043620432055080","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72499727/","","Software Development Engineer","Accenture","Coimbatore · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7868578355698788179","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72499829/","","Software Development Engineer","Accenture","Pune · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-8768615159638018306","bayt","https://www.bayt.com/en/india/jobs/manager_golang-developer-72499766/","","Manager_Golang Developer","Vodafone","Pune · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5507241173278220501","bayt","https://www.bayt.com/en/india/jobs/application-developer-72499797/","","Application Developer","Accenture","Jaipur · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4410262688200857825","bayt","https://www.bayt.com/en/india/jobs/application-developer-72499747/","","Application Developer","Accenture","Noida · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-6205786677366469909","bayt","https://www.bayt.com/en/pakistan/jobs/software-engineer-node-72500862/","","Software Engineer - Node","People","Lahore · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-7141208188479788312","bayt","https://www.bayt.com/en/india/jobs/lead-software-engineer-salesforce-72501135/","","Lead Software Engineer (Salesforce)","Clarivate","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-6706421501812452000","bayt","https://www.bayt.com/en/pakistan/jobs/software-engineer-angular-72500863/","","Software Engineer - Angular","People","Lahore · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-2196574533605174650","bayt","https://www.bayt.com/en/india/jobs/senior-software-engineer-salesforce-72501144/","","Senior Software Engineer (Salesforce)","Clarivate","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-3478507955899545182","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-ii-amazon-72500207/","","Software Development Engineer - II, Amazon","ADCI - Karnataka","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5547546303045221391","bayt","https://www.bayt.com/en/india/jobs/big-data-developer-c11-chennai-72500057/","","Big Data Developer - C11 - CHENNAI","Citi bank","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5716534245574511376","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72499769/","","Software Development Engineer","Accenture","Ahmedabad · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4087888442373462614","bayt","https://www.bayt.com/en/india/jobs/senior-systems-software-engineer-72500403/","","Senior Systems Software Engineer","TIBCO Software Inc","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-2021361623597830970","bayt","https://www.bayt.com/en/pakistan/jobs/associate-software-engineer-nodejs-72500222/","","Associate Software Engineer- NodeJs","Devsinc","Lahore · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-4898444685779045014","bayt","https://www.bayt.com/en/pakistan/jobs/software-development-engineer-72499949/","","Software Development Engineer","Accenture","Hyderabad · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-9141703000719313418","bayt","https://www.bayt.com/en/india/jobs/sr-aem-developer-72500047/","","Sr AEM Developer","Sutherland","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-8243166436676210731","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72499816/","","Software Development Engineer","Accenture","Indore · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7871702180375262383","bayt","https://www.bayt.com/en/india/jobs/application-developer-72499825/","","Application Developer","Accenture","Bhubaneswar · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7448449950778581462","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72499759/","","Software Development Engineer","Accenture","Mumbai · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5782666156807889355","bayt","https://www.bayt.com/en/india/jobs/application-developer-72499954/","","Application Developer","Accenture","Ahmedabad · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-23754445440605976","bayt","https://www.bayt.com/en/india/jobs/application-developer-72499748/","","Application Developer","Accenture","Mumbai · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-6056894730807849411","bayt","https://www.bayt.com/en/india/jobs/application-developer-72499730/","","Application Developer","Accenture","Coimbatore · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-2875687931944622018","bayt","https://www.bayt.com/en/india/jobs/software-development-engineer-72499751/","","Software Development Engineer","Accenture","Chennai · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5386573468490026120","bayt","https://www.bayt.com/en/pakistan/jobs/associate-software-engineer-flutter-72495921/","","Associate Software Engineer- Flutter","Devsinc","Lahore · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-6602507622305976671","bayt","https://www.bayt.com/en/pakistan/jobs/java-spring-boot-junit-github-maven-git-mq-rest-api-senior-software-engineer-72495613/","","Java, Spring Boot, Junit/ GITHUB/Maven/GIT/MQ, Rest API/Senior Software Engineer","HSBC","Hyderabad · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-8538331980515856065","bayt","https://www.bayt.com/en/egypt/jobs/sr-rpa-developer-72498572/","","Sr. RPA Developer","Raya Corp","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","",""
"bayt-3970166201164192091","bayt","https://www.bayt.com/en/india/jobs/mern-stack-developer-72497124/","","Mern stack Developer","IQVIA","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-1652507392360260570","bayt","https://www.bayt.com/en/india/jobs/staff-software-engineer-72498040/","","Staff Software Engineer","BP p.l.c.","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-7841254857073502572","bayt","https://www.bayt.com/en/egypt/jobs/rpa-developer-72498624/","","RPA Developer","Raya Corp","Cairo · Egypt","","","","","","","","","","","","","","","","","","","","",""
"bayt-6738318821222095841","bayt","https://www.bayt.com/en/india/jobs/software-engineer-ii-72495318/","","Software Engineer II","Microsoft","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4366349107098391520","bayt","https://www.bayt.com/en/india/jobs/mainframe-developer-cobol-vsam-jcl-db2-cics-72497171/","","Mainframe Developer (COBOL, VSAM,JCL,DB2,CICS)","FIS","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-2550954221414426322","bayt","https://www.bayt.com/en/uae/jobs/robotic-process-automation-rpa-developer-72498390/","","Robotic Process Automation (RPA) Developer","DXC","Dubai · UAE","","","","","","","","","","","","","","","","","","","","",""
"bayt-3992782158187632323","bayt","https://www.bayt.com/en/india/jobs/sr-staff-software-engineer-72498194/","","Sr. Staff Software Engineer","SailPoint","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4313661804069806756","bayt","https://www.bayt.com/en/india/jobs/software-engineer-72498143/","","Software Engineer","BP p.l.c.","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-2048482598668707770","bayt","https://www.bayt.com/en/india/jobs/senior-software-engineer-72498081/","","Senior Software Engineer","BP p.l.c.","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-5019812917831140966","bayt","https://www.bayt.com/en/morocco/jobs/d%C3%A9veloppeur-ios-senior-72497876/","","Développeur iOS Senior","BABEL","Morocco","","","","","","","","","","","","","","","","","","","","",""
"bayt-1404220793155947253","bayt","https://www.bayt.com/en/india/jobs/staff-sw-engineer-java-net-72495158/","","Staff SW Engineer (Java + .Net)","VISA","Bengaluru · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-887432038475218198","bayt","https://www.bayt.com/en/pakistan/jobs/python-django-developer-onsite-72497690/","","Python (Django) Developer - Onsite","HR WAYS","Karachi · Pakistan","","","","","","","","","","","","","","","","","","","","",""
"bayt-1737470095660719591","bayt","https://www.bayt.com/en/india/jobs/software-engineer-iii-72497516/","","Software Engineer III","Global Payments Inc","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-6836755325715472016","bayt","https://www.bayt.com/en/india/jobs/staff-software-development-engineer-ios-developer-72497484/","","Staff Software Development Engineer - iOS Developer","Zscaler","Pune · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-4544485935493887775","bayt","https://www.bayt.com/en/india/jobs/sr-staff-software-engineer-72497312/","","Sr Staff Software Engineer","ServiceNow","Hyderabad · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-3704547624327690499","bayt","https://www.bayt.com/en/india/jobs/software-engineer-i-angular-72495438/","","Software Engineer- I (Angular)","Siemens","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-2694769397135965013","bayt","https://www.bayt.com/en/india/jobs/senior-software-engineer-ruby-72497396/","","Senior Software Engineer Ruby","Procore Technologies, Inc","Pune · India","","","","","","","","","","","","","","","","","","","","",""
"bayt-3270688287792983895","bayt","https://www.bayt.com/en/india/jobs/sr-software-development-engineer-vault-cloud-72496576/","","Sr Software Development Engineer - Vault Cloud","hashicorp","India","","","","","","","","","","","","","","","","","","","","",""
"bayt-8439270988427909649","bayt","https://www.bayt.com/en/india/jobs/software-engineer-i-72495328/","","Software Engineer - I","Siemens","India","","","","","","","","","","","","","","","","","","","","",""
